iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
52,"(1, 8)","(1, 9)",South,"['(1, 9)', '(1, 7)']","['(1, 8)', '(26, 14)', '(31, 12)']","['(1, 7)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (25, 16), (1, 12), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), ... (+12 more)]",41,7,48
53,"(1, 7)","(1, 8)",South,"['(1, 8)', '(2, 7)']","['(1, 7)', '(26, 14)', '(31, 12)']","['(31, 12)', '(26, 14)', '(2, 7)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (25, 16), (1, 12), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), ... (+13 more)]",42,6,48
54,"(31, 12)","(30, 12)",East,"['(32, 12)', '(30, 12)']","['(31, 12)', '(26, 14)', '(2, 7)']","['(26, 14)', '(2, 7)', '(32, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (25, 16), (1, 12), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), (15, 16), (6, 16), (31, 12), (34, 14), ... (+14 more)]",9,41,50
55,"(26, 14)","(25, 14)",East,"['(27, 14)', '(25, 14)']","['(26, 14)', '(2, 7)', '(32, 12)']","['(2, 7)', '(32, 12)', '(27, 14)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), (15, 16), (6, 16), (31, 12), ... (+15 more)]",12,38,50
56,"(2, 7)","(1, 7)",East,"['(3, 7)', '(1, 7)']","['(2, 7)', '(32, 12)', '(27, 14)']","['(32, 12)', '(27, 14)', '(3, 7)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), (15, 16), (6, 16), ... (+16 more)]",43,7,50
57,"(32, 12)","(31, 12)",East,"['(33, 12)', '(31, 12)']","['(32, 12)', '(27, 14)', '(3, 7)']","['(27, 14)', '(3, 7)', '(33, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), (15, 16), ... (+17 more)]",10,42,52
58,"(27, 14)","(26, 14)",East,"['(27, 13)', '(26, 14)']","['(27, 14)', '(3, 7)', '(33, 12)']","['(3, 7)', '(33, 12)', '(27, 13)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), (15, 16), ... (+18 more)]",13,39,52
59,"(3, 7)","(2, 7)",East,"['(4, 7)', '(2, 7)']","['(3, 7)', '(33, 12)', '(27, 13)']","['(27, 13)', '(33, 12)', '(4, 7)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), (26, 16), ... (+19 more)]",44,8,52
60,"(27, 13)","(27, 14)",South,"['(27, 14)', '(27, 12)']","['(27, 13)', '(33, 12)', '(4, 7)']","['(27, 12)', '(4, 7)', '(33, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (1, 8), ... (+20 more)]",14,38,52
61,"(27, 12)","(27, 13)",South,"['(27, 13)', '(27, 11)']","['(27, 12)', '(4, 7)', '(33, 12)']","['(27, 11)', '(4, 7)', '(33, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), ... (+21 more)]",15,37,52
62,"(27, 11)","(27, 12)",South,"['(27, 12)', '(26, 11)']","['(27, 11)', '(4, 7)', '(33, 12)']","['(26, 11)', '(4, 7)', '(33, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), ... (+22 more)]",16,36,52
63,"(26, 11)","(27, 11)",West,"['(27, 11)', '(25, 11)']","['(26, 11)', '(4, 7)', '(33, 12)']","['(25, 11)', '(4, 7)', '(33, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), ... (+23 more)]",17,35,52
64,"(25, 11)","(26, 11)",West,"['(26, 11)', '(24, 11)']","['(25, 11)', '(4, 7)', '(33, 12)']","['(24, 11)', '(4, 7)', '(33, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), (25, 15), ... (+24 more)]",18,34,52
65,"(24, 11)","(25, 11)",West,"['(24, 12)', '(25, 11)']","['(24, 11)', '(4, 7)', '(33, 12)']","['(33, 12)', '(4, 7)', '(24, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), ... (+25 more)]",19,33,52
66,"(33, 12)","(32, 12)",East,"['(34, 12)', '(32, 12)']","['(33, 12)', '(4, 7)', '(24, 12)']","['(4, 7)', '(24, 12)', '(34, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), ... (+26 more)]",11,43,54
67,"(4, 7)","(3, 7)",East,"['(4, 8)', '(3, 7)']","['(4, 7)', '(24, 12)', '(34, 12)']","['(24, 12)', '(34, 12)', '(4, 8)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), ... (+27 more)]",45,9,54
68,"(24, 12)","(24, 11)",North,"['(24, 11)', '(23, 12)']","['(24, 12)', '(34, 12)', '(4, 8)']","['(23, 12)', '(4, 8)', '(34, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), (13, 16), ... (+28 more)]",20,34,54
69,"(23, 12)","(24, 12)",West,"['(24, 12)', '(22, 12)']","['(23, 12)', '(4, 8)', '(34, 12)']","['(22, 12)', '(4, 8)', '(34, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), ... (+29 more)]",21,33,54
70,"(22, 12)","(23, 12)",West,"['(23, 12)', '(21, 12)']","['(22, 12)', '(4, 8)', '(34, 12)']","['(21, 12)', '(4, 8)', '(34, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), (24, 16), ... (+30 more)]",22,32,54
71,"(21, 12)","(22, 12)",West,"['(22, 12)', '(20, 12)']","['(21, 12)', '(4, 8)', '(34, 12)']","['(20, 12)', '(4, 8)', '(34, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (21, 12), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), ... (+31 more)]",23,31,54
72,"(20, 12)","(21, 12)",West,"['(20, 11)', '(21, 12)', '(19, 12)']","['(20, 12)', '(4, 8)', '(34, 12)']","['(20, 11)', '(19, 12)', '(34, 12)', '(4, 8)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (21, 12), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), (2, 16), ... (+32 more)]",24,30,54
73,"(20, 11)","(20, 12)",South,"['(20, 12)', '(20, 10)', '(19, 11)']","['(20, 11)', '(19, 12)', '(34, 12)', '(4, 8)']","['(19, 12)', '(20, 10)', '(34, 12)', '(4, 8)', '(19, 11)']","[(20, 11), (21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (21, 12), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 7), ... (+33 more)]",25,29,54
74,"(19, 12)","(20, 12)",West,"['(19, 11)', '(20, 12)', '(18, 12)']","['(19, 12)', '(20, 10)', '(34, 12)', '(4, 8)', '(19, 11)']","['(20, 10)', '(19, 11)', '(34, 12)', '(4, 8)', '(18, 12)']","[(20, 11), (21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (19, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (21, 12), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), ... (+34 more)]",25,29,54
75,"(20, 10)","(20, 11)",South,"['(20, 11)', '(20, 9)']","['(20, 10)', '(19, 11)', '(34, 12)', '(4, 8)', '(18, 12)']","['(19, 11)', '(18, 12)', '(34, 12)', '(4, 8)', '(20, 9)']","[(20, 11), (21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (19, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (21, 12), (20, 10), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), ... (+35 more)]",26,28,54
76,"(19, 11)","(20, 11)",West,"['(19, 12)', '(20, 11)']","['(19, 11)', '(18, 12)', '(34, 12)', '(4, 8)', '(20, 9)']","['(18, 12)', '(20, 9)', '(34, 12)', '(4, 8)']","[(20, 11), (21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (3, 7), (14, 16), (3, 16), (27, 13), (5, 16), (27, 16), (30, 12), (19, 12), (33, 14), (1, 9), (32, 12), (24, 11), (25, 16), (1, 12), (26, 11), (16, 16), (1, 15), (26, 14), (18, 16), (29, 16), (7, 16), (21, 12), (20, 10), (31, 16), (20, 16), (23, 12), (22, 16), (34, 15), (27, 12), (19, 11), (9, 16), (30, 14), (11, 16), (33, 16), ... (+36 more)]",26,28,54
77,"(18, 12)","(19, 12)",West,"['(19, 12)', '(17, 12)']","['(18, 12)', '(20, 9)', '(34, 12)', '(4, 8)']","['(20, 9)', '(17, 12)', '(34, 12)', '(4, 8)']","[(21, 16), (27, 13), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (31, 12), (20, 12), (33, 12), (1, 7), (1, 16), (31, 14), ... (+37 more)]",26,28,54
78,"(20, 9)","(20, 10)",South,"['(20, 10)', '(21, 9)']","['(20, 9)', '(17, 12)', '(34, 12)', '(4, 8)']","['(17, 12)', '(4, 8)', '(34, 12)', '(21, 9)']","[(21, 16), (27, 13), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (31, 12), (20, 12), (33, 12), (1, 7), (1, 16), (31, 14), ... (+38 more)]",27,27,54
79,"(17, 12)","(18, 12)",West,"['(17, 13)', '(18, 12)', '(16, 12)']","['(17, 12)', '(4, 8)', '(34, 12)', '(21, 9)']","['(16, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (31, 12), (20, 12), (33, 12), (1, 7), (1, 16), ... (+39 more)]",27,27,54
80,"(16, 12)","(17, 12)",West,"['(17, 12)', '(15, 12)']","['(16, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)']","['(15, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), (20, 12), (33, 12), (1, 7), ... (+40 more)]",28,26,54
81,"(15, 12)","(16, 12)",West,"['(16, 12)', '(14, 12)']","['(15, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)']","['(14, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), (20, 12), (33, 12), (1, 7), ... (+41 more)]",29,25,54
82,"(14, 12)","(15, 12)",West,"['(14, 11)', '(15, 12)', '(13, 12)']","['(14, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)']","['(14, 11)', '(34, 12)', '(13, 12)', '(17, 13)', '(4, 8)', '(21, 9)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), (20, 12), (33, 12), ... (+42 more)]",30,24,54
83,"(14, 11)","(14, 12)",South,"['(14, 12)', '(14, 10)']","['(14, 11)', '(34, 12)', '(13, 12)', '(17, 13)', '(4, 8)', '(21, 9)']","['(13, 12)', '(34, 12)', '(14, 10)', '(17, 13)', '(4, 8)', '(21, 9)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), (20, 12), (33, 12), ... (+43 more)]",31,23,54
84,"(13, 12)","(14, 12)",West,"['(14, 12)', '(12, 12)']","['(13, 12)', '(34, 12)', '(14, 10)', '(17, 13)', '(4, 8)', '(21, 9)']","['(14, 10)', '(34, 12)', '(12, 12)', '(17, 13)', '(4, 8)', '(21, 9)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (13, 12), (34, 16), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), (20, 12), ... (+44 more)]",31,23,54
85,"(14, 10)","(14, 11)",South,"['(14, 11)', '(15, 10)']","['(14, 10)', '(34, 12)', '(12, 12)', '(17, 13)', '(4, 8)', '(21, 9)']","['(12, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)', '(15, 10)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (13, 12), (34, 16), (14, 10), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), ... (+45 more)]",32,22,54
86,"(12, 12)","(13, 12)",West,"['(12, 13)', '(12, 11)', '(13, 12)']","['(12, 12)', '(34, 12)', '(21, 9)', '(17, 13)', '(4, 8)', '(15, 10)']","['(12, 11)', '(4, 8)', '(34, 12)', '(17, 13)', '(15, 10)', '(12, 13)', '(21, 9)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (13, 12), (34, 16), (14, 10), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), ... (+46 more)]",32,22,54
87,"(12, 11)","(12, 12)",South,"['(12, 12)', '(12, 10)']","['(12, 11)', '(4, 8)', '(34, 12)', '(17, 13)', '(15, 10)', '(12, 13)', '(21, 9)']","['(12, 10)', '(4, 8)', '(34, 12)', '(17, 13)', '(15, 10)', '(12, 13)', '(21, 9)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (13, 12), (34, 16), (14, 10), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), ... (+47 more)]",33,21,54
88,"(12, 10)","(12, 11)",South,"['(12, 11)', '(11, 10)']","['(12, 10)', '(4, 8)', '(34, 12)', '(17, 13)', '(15, 10)', '(12, 13)', '(21, 9)']","['(11, 10)', '(4, 8)', '(34, 12)', '(17, 13)', '(15, 10)', '(12, 13)', '(21, 9)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (13, 12), (34, 16), (14, 10), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), ... (+48 more)]",34,20,54
89,"(11, 10)","(12, 10)",West,"['(12, 10)', '(10, 10)']","['(11, 10)', '(4, 8)', '(34, 12)', '(17, 13)', '(15, 10)', '(12, 13)', '(21, 9)']","['(10, 10)', '(4, 8)', '(34, 12)', '(17, 13)', '(15, 10)', '(12, 13)', '(21, 9)']","[(21, 16), (27, 13), (17, 12), (32, 12), (1, 15), (26, 14), (19, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (32, 16), (1, 10), (24, 12), (25, 11), (13, 12), (34, 16), (14, 10), (5, 16), (1, 12), (26, 11), (18, 16), (7, 16), (20, 10), (22, 16), (14, 12), (9, 16), (24, 16), (13, 16), (25, 15), (1, 14), (16, 12), (31, 12), ... (+49 more)]",35,19,54
