iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
24,"(11, 16)","(12, 16)",West,"['(12, 16)', '(10, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(11, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(10, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(32, 16)']",23,0,23
25,"(10, 16)","(11, 16)",West,"['(11, 16)', '(9, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(10, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(9, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(10, 16)', '(32, 16)']",24,0,24
26,"(9, 16)","(10, 16)",West,"['(10, 16)', '(8, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(9, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(8, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(10, 16)', '(32, 16)']",25,0,25
27,"(8, 16)","(9, 16)",West,"['(9, 16)', '(7, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(8, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(7, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)']",26,0,26
28,"(7, 16)","(8, 16)",West,"['(8, 16)', '(6, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(7, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(6, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)']",27,0,27
29,"(6, 16)","(7, 16)",West,"['(7, 16)', '(5, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(6, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(5, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(6, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)']",28,0,28
30,"(5, 16)","(6, 16)",West,"['(6, 16)', '(4, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(5, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(4, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(6, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)']",29,0,29
31,"(4, 16)","(5, 16)",West,"['(5, 16)', '(3, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(4, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(3, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)']",30,0,30
32,"(3, 16)","(4, 16)",West,"['(4, 16)', '(2, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(3, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(2, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)']",31,0,31
33,"(2, 16)","(3, 16)",West,"['(3, 16)', '(1, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(2, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(2, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)']",32,0,32
34,"(1, 16)","(2, 16)",West,"['(1, 15)', '(2, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 15)', '(2, 16)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(2, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)', '(1, 16)']",33,0,33
35,"(1, 15)","(1, 16)",South,"['(1, 16)', '(1, 14)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 15)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 14)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(1, 15)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(2, 16)', '(24, 16)', '(13, 16)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)', '(1, 16)']",34,0,34
36,"(1, 14)","(1, 15)",South,"['(1, 15)', '(1, 13)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 14)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 15)', '(1, 13)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(1, 15)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(2, 16)', '(24, 16)', '(13, 16)', '(1, 14)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)', '(1, 16)']",35,0,35
37,"(1, 13)","(1, 14)",South,"['(1, 14)', '(1, 12)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 15)', '(1, 13)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 15)', '(1, 14)', '(1, 12)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(16, 16)', '(1, 15)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(2, 16)', '(24, 16)', '(13, 16)', '(1, 14)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)', '(1, 13)', '(1, 16)']",36,0,36
38,"(1, 12)","(1, 13)",South,"['(1, 13)', '(1, 11)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 15)', '(1, 14)', '(1, 12)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 15)', '(1, 14)', '(1, 13)', '(1, 11)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(1, 12)', '(16, 16)', '(1, 15)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(2, 16)', '(24, 16)', '(13, 16)', '(1, 14)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)', '(1, 13)', '(1, 16)']",37,0,37
39,"(1, 11)","(1, 12)",South,"['(1, 12)', '(1, 10)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 15)', '(1, 14)', '(1, 13)', '(1, 11)']","['(34, 15)', '(34, 16)', '(33, 16)', '(32, 16)', '(31, 16)', '(30, 16)', '(29, 16)', '(28, 16)', '(27, 16)', '(25, 15)', '(26, 16)', '(25, 16)', '(24, 16)', '(23, 16)', '(22, 16)', '(21, 16)', '(20, 16)', '(19, 16)', '(18, 16)', '(17, 16)', '(16, 16)', '(15, 16)', '(14, 16)', '(13, 16)', '(12, 16)', '(11, 16)', '(10, 16)', '(9, 16)', '(8, 16)', '(7, 16)', '(6, 16)', '(5, 16)', '(4, 16)', '(3, 16)', '(1, 16)', '(1, 15)', '(1, 14)', '(1, 13)', '(1, 12)', '(1, 10)']","['(21, 16)', '(23, 16)', '(34, 16)', '(12, 16)', '(14, 16)', '(3, 16)', '(5, 16)', '(27, 16)', '(25, 16)', '(1, 12)', '(16, 16)', '(1, 15)', '(18, 16)', '(29, 16)', '(7, 16)', '(31, 16)', '(20, 16)', '(22, 16)', '(9, 16)', '(11, 16)', '(33, 16)', '(1, 11)', '(2, 16)', '(24, 16)', '(13, 16)', '(1, 14)', '(26, 16)', '(15, 16)', '(6, 16)', '(4, 16)', '(28, 16)', '(17, 16)', '(30, 16)', '(19, 16)', '(8, 16)', '(10, 16)', '(32, 16)', '(1, 13)', '(1, 16)']",38,0,38
