iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
213,"((12, 8), ())","((11, 8), ())",East,"['((13, 8), ())', '((11, 8), ())']","['((12, 8), ())', '((12, 10), ())', '((6, 6), ((1, 12),))', '((1, 7), ((1, 12),))', '((3, 2), ((1, 12), (1, 1)))', '((6, 4), ((1, 12),))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((7, 10), ((1, 12),))', '((1, 3), ((1, 12),))', '((1, 2), ((1, 12), (1, 1)))', '((9, 4), ((1, 1),))', '((17, 4), ())']","['((12, 10), ())', '((1, 7), ((1, 12),))', '((6, 6), ((1, 12),))', '((17, 4), ())', '((3, 2), ((1, 12), (1, 1)))', '((6, 4), ((1, 12),))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((7, 10), ((1, 12),))', '((1, 3), ((1, 12),))', '((1, 2), ((1, 12), (1, 1)))', '((9, 4), ((1, 1),))', '((13, 8), ())']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+173 more)]",18,64,82
214,"((12, 10), ())","((11, 10), ())",East,"['((13, 10), ())', '((11, 10), ())']","['((12, 10), ())', '((1, 7), ((1, 12),))', '((6, 6), ((1, 12),))', '((17, 4), ())', '((3, 2), ((1, 12), (1, 1)))', '((6, 4), ((1, 12),))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((7, 10), ((1, 12),))', '((1, 3), ((1, 12),))', '((1, 2), ((1, 12), (1, 1)))', '((9, 4), ((1, 1),))', '((13, 8), ())']","['((6, 6), ((1, 12),))', '((1, 7), ((1, 12),))', '((6, 4), ((1, 12),))', '((17, 4), ())', '((3, 2), ((1, 12), (1, 1)))', '((1, 3), ((1, 12),))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((7, 10), ((1, 12),))', '((13, 8), ())', '((1, 2), ((1, 12), (1, 1)))', '((9, 4), ((1, 1),))', '((13, 10), ())']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+174 more)]",20,62,82
215,"((6, 6), ((1, 12),))","((5, 6), ((1, 12),))",East,"['((7, 6), ((1, 12),))', '((5, 6), ((1, 12),))']","['((6, 6), ((1, 12),))', '((1, 7), ((1, 12),))', '((6, 4), ((1, 12),))', '((17, 4), ())', '((3, 2), ((1, 12), (1, 1)))', '((1, 3), ((1, 12),))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((7, 10), ((1, 12),))', '((13, 8), ())', '((1, 2), ((1, 12), (1, 1)))', '((9, 4), ((1, 1),))', '((13, 10), ())']","['((6, 4), ((1, 12),))', '((1, 7), ((1, 12),))', '((1, 3), ((1, 12),))', '((17, 4), ())', '((3, 2), ((1, 12), (1, 1)))', '((1, 2), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((7, 10), ((1, 12),))', '((13, 8), ())', '((13, 10), ())', '((9, 4), ((1, 1),))', '((7, 6), ((1, 12),))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+175 more)]",34,48,82
216,"((6, 4), ((1, 12),))","((5, 4), ((1, 12),))",East,"['((7, 4), ((1, 12),))', '((5, 4), ((1, 12),))']","['((6, 4), ((1, 12),))', '((1, 7), ((1, 12),))', '((1, 3), ((1, 12),))', '((17, 4), ())', '((3, 2), ((1, 12), (1, 1)))', '((1, 2), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((7, 10), ((1, 12),))', '((13, 8), ())', '((13, 10), ())', '((9, 4), ((1, 1),))', '((7, 6), ((1, 12),))']","['((1, 7), ((1, 12),))', '((3, 2), ((1, 12), (1, 1)))', '((1, 3), ((1, 12),))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((1, 2), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((13, 8), ())', '((13, 10), ())', '((9, 4), ((1, 1),))', '((7, 4), ((1, 12),))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+176 more)]",36,46,82
217,"((1, 7), ((1, 12),))","((1, 6), ((1, 12),))",North,"['((1, 8), ((1, 12),))', '((1, 6), ((1, 12),))']","['((1, 7), ((1, 12),))', '((3, 2), ((1, 12), (1, 1)))', '((1, 3), ((1, 12),))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((1, 2), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((13, 8), ())', '((13, 10), ())', '((9, 4), ((1, 1),))', '((7, 4), ((1, 12),))']","['((1, 3), ((1, 12),))', '((3, 2), ((1, 12), (1, 1)))', '((1, 2), ((1, 12), (1, 1)))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((13, 8), ())', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((9, 4), ((1, 1),))', '((1, 8), ((1, 12),))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+177 more)]",38,44,82
218,"((1, 3), ((1, 12),))","((1, 2), ((1, 12),))",North,"['((1, 4), ((1, 12),))', '((1, 2), ((1, 12),))']","['((1, 3), ((1, 12),))', '((3, 2), ((1, 12), (1, 1)))', '((1, 2), ((1, 12), (1, 1)))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((13, 8), ())', '((2, 2), ((1, 12), (1, 1)))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((9, 4), ((1, 1),))', '((1, 8), ((1, 12),))']","['((1, 2), ((1, 12), (1, 1)))', '((3, 2), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((13, 8), ())', '((9, 4), ((1, 1),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((1, 8), ((1, 12),))', '((1, 4), ((1, 12),))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+178 more)]",42,40,82
219,"((1, 2), ((1, 12), (1, 1)))","((1, 1), ((1, 12), (1, 1)))",North,"['((1, 3), ((1, 12), (1, 1)))', '((1, 1), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))']","['((1, 2), ((1, 12), (1, 1)))', '((3, 2), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((13, 8), ())', '((9, 4), ((1, 1),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((1, 8), ((1, 12),))', '((1, 4), ((1, 12),))']","['((2, 2), ((1, 12), (1, 1)))', '((3, 2), ((1, 12), (1, 1)))', '((9, 4), ((1, 1),))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((13, 8), ())', '((1, 8), ((1, 12),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((1, 4), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+179 more)]",43,39,82
220,"((2, 2), ((1, 12), (1, 1)))","((2, 1), ((1, 12), (1, 1)))",North,"['((2, 1), ((1, 12), (1, 1)))', '((3, 2), ((1, 12), (1, 1)))', '((1, 2), ((1, 12), (1, 1)))']","['((2, 2), ((1, 12), (1, 1)))', '((3, 2), ((1, 12), (1, 1)))', '((9, 4), ((1, 1),))', '((17, 4), ())', '((7, 11), ((1, 12),))', '((13, 8), ())', '((1, 8), ((1, 12),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((1, 4), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))']","['((3, 2), ((1, 12), (1, 1)))', '((17, 4), ())', '((9, 4), ((1, 1),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 11), ((1, 12),))', '((13, 8), ())', '((1, 8), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((1, 4), ((1, 12),))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+180 more)]",44,38,82
221,"((3, 2), ((1, 12), (1, 1)))","((3, 1), ((1, 12), (1, 1)))",North,"['((3, 3), ((1, 12), (1, 1)))', '((3, 1), ((1, 12), (1, 1)))', '((2, 2), ((1, 12), (1, 1)))']","['((3, 2), ((1, 12), (1, 1)))', '((17, 4), ())', '((9, 4), ((1, 1),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 11), ((1, 12),))', '((13, 8), ())', '((1, 8), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))', '((7, 12), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((1, 4), ((1, 12),))']","['((17, 4), ())', '((5, 8), ((1, 1), (1, 12)))', '((9, 4), ((1, 1),))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((13, 8), ())', '((1, 8), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))', '((1, 4), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((3, 3), ((1, 12), (1, 1)))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+181 more)]",45,37,82
222,"((17, 4), ())","((16, 4), ())",East,"['((18, 4), ())', '((16, 4), ())']","['((17, 4), ())', '((5, 8), ((1, 1), (1, 12)))', '((9, 4), ((1, 1),))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((13, 8), ())', '((1, 8), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))', '((1, 4), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((13, 10), ())', '((3, 3), ((1, 12), (1, 1)))']","['((18, 4), ())', '((5, 8), ((1, 1), (1, 12)))', '((9, 4), ((1, 1),))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((13, 10), ())', '((13, 8), ())', '((1, 3), ((1, 12), (1, 1)))', '((1, 4), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((3, 3), ((1, 12), (1, 1)))', '((1, 8), ((1, 12),))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+182 more)]",19,63,82
223,"((18, 4), ())","((17, 4), ())",East,"['((18, 5), ())', '((18, 3), ())', '((19, 4), ())', '((17, 4), ())']","['((18, 4), ())', '((5, 8), ((1, 1), (1, 12)))', '((9, 4), ((1, 1),))', '((7, 12), ((1, 12),))', '((7, 11), ((1, 12),))', '((13, 10), ())', '((13, 8), ())', '((1, 3), ((1, 12), (1, 1)))', '((1, 4), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((3, 3), ((1, 12), (1, 1)))', '((1, 8), ((1, 12),))']","['((18, 3), ())', '((19, 4), ())', '((9, 4), ((1, 1),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 11), ((1, 12),))', '((13, 10), ())', '((13, 8), ())', '((7, 12), ((1, 12),))', '((1, 4), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((3, 3), ((1, 12), (1, 1)))', '((18, 5), ())', '((1, 8), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+183 more)]",20,62,82
224,"((18, 3), ())","((18, 4), ())",South,"['((18, 4), ())', '((18, 2), ())']","['((18, 3), ())', '((19, 4), ())', '((9, 4), ((1, 1),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 11), ((1, 12),))', '((13, 10), ())', '((13, 8), ())', '((7, 12), ((1, 12),))', '((1, 4), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((3, 3), ((1, 12), (1, 1)))', '((18, 5), ())', '((1, 8), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))']","['((19, 4), ())', '((18, 2), ())', '((9, 4), ((1, 1),))', '((5, 8), ((1, 1), (1, 12)))', '((7, 11), ((1, 12),))', '((13, 10), ())', '((13, 8), ())', '((7, 12), ((1, 12),))', '((1, 4), ((1, 12),))', '((7, 6), ((1, 12),))', '((7, 10), ((1, 12),))', '((7, 4), ((1, 12),))', '((3, 3), ((1, 12), (1, 1)))', '((18, 5), ())', '((1, 8), ((1, 12),))', '((1, 3), ((1, 12), (1, 1)))']","[((3, 5), ((1, 12),)), ((2, 6), ((1, 12),)), ((11, 11), ()), ((5, 8), ((1, 1),)), ((7, 11), ()), ((12, 6), ()), ((9, 4), ()), ((5, 11), ((1, 1), (1, 12))), ((3, 1), ((1, 1),)), ((3, 3), ((1, 1),)), ((6, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((4, 11), ((1, 1),)), ((11, 9), ()), ((4, 4), ((1, 12),)), ((9, 2), ()), ((16, 4), ()), ((1, 10), ((1, 1),)), ((4, 6), ((1, 12),)), ((12, 8), ()), ((13, 2), ()), ((1, 11), ((1, 1),)), ((11, 10), ()), ((2, 8), ((1, 1),)), ((9, 6), ()), ((5, 9), ((1, 1),)), ((11, 12), ()), ((3, 2), ((1, 1),)), ((6, 12), ((1, 12),)), ((2, 10), ((1, 1),)), ((5, 5), ()), ((9, 7), ()), ((3, 4), ((1, 1),)), ((5, 4), ()), ((5, 11), ()), ((1, 11), ((1, 1), (1, 12))), ((1, 8), ()), ((5, 6), ()), ((2, 6), ()), ((5, 11), ((1, 1),)), ... (+184 more)]",21,61,82
