iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
40,"(18, 16)","(19, 16)",West,"['(19, 16)', '(17, 16)']","['(26, 11)', '(27, 12)', '(31, 10)', '(33, 10)', '(18, 16)']","['(17, 16)', '(19, 16)', '(26, 11)', '(27, 12)', '(31, 10)', '(33, 10)']","['(21, 16)', '(31, 14)', '(23, 16)', '(34, 16)', '(34, 10)', '(27, 13)', '(27, 16)', '(30, 12)', '(33, 14)', '(32, 12)', '(25, 16)', '(26, 14)', '(18, 16)', '(29, 16)', '(31, 16)', '(20, 16)', '(34, 12)', '(22, 16)', '(34, 15)', '(27, 12)', '(30, 14)', '(33, 10)', '(33, 16)', '(32, 14)', '(24, 16)', '(25, 15)', '(26, 16)', '(31, 12)', '(34, 11)', '(34, 14)', '(27, 11)', '(28, 16)', '(30, 13)', '(27, 14)', '(30, 16)', '(19, 16)', '(33, 12)', '(32, 10)', '(32, 16)', '(25, 14)']",16,0,16
41,"(31, 10)","(32, 10)",West,"['(32, 10)', '(30, 10)']","['(17, 16)', '(19, 16)', '(26, 11)', '(27, 12)', '(31, 10)']","['(30, 10)', '(32, 10)', '(17, 16)', '(19, 16)', '(26, 11)', '(27, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 14), (18, 16), (29, 16), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), ... (+1 more)]",17,0,17
42,"(26, 11)","(27, 11)",West,"['(27, 11)', '(25, 11)']","['(30, 10)', '(32, 10)', '(17, 16)', '(19, 16)', '(26, 11)']","['(25, 11)', '(27, 11)', '(30, 10)', '(32, 10)', '(17, 16)', '(19, 16)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 11), (26, 14), (18, 16), (29, 16), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (30, 16), (19, 16), (33, 12), (32, 10), ... (+2 more)]",17,0,17
43,"(17, 16)","(18, 16)",West,"['(18, 16)', '(16, 16)']","['(25, 11)', '(27, 11)', '(30, 10)', '(32, 10)', '(17, 16)']","['(16, 16)', '(18, 16)', '(25, 11)', '(27, 11)', '(30, 10)', '(32, 10)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 11), (26, 14), (18, 16), (29, 16), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 16), (19, 16), (33, 12), ... (+3 more)]",17,0,17
44,"(30, 10)","(31, 10)",West,"['(30, 9)', '(31, 10)', '(29, 10)']","['(16, 16)', '(18, 16)', '(25, 11)', '(27, 11)', '(30, 10)']","['(29, 10)', '(31, 10)', '(30, 9)', '(16, 16)', '(18, 16)', '(25, 11)', '(27, 11)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 11), (26, 14), (18, 16), (29, 16), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), ... (+4 more)]",18,0,18
45,"(25, 11)","(26, 11)",West,"['(26, 11)', '(24, 11)']","['(29, 10)', '(31, 10)', '(30, 9)', '(16, 16)', '(18, 16)', '(25, 11)']","['(24, 11)', '(26, 11)', '(29, 10)', '(31, 10)', '(30, 9)', '(16, 16)', '(18, 16)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 11), (26, 14), (18, 16), (29, 16), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), ... (+5 more)]",18,0,18
46,"(16, 16)","(17, 16)",West,"['(17, 16)', '(15, 16)']","['(24, 11)', '(26, 11)', '(29, 10)', '(31, 10)', '(30, 9)', '(16, 16)']","['(15, 16)', '(17, 16)', '(24, 11)', '(26, 11)', '(29, 10)', '(31, 10)', '(30, 9)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), ... (+6 more)]",18,0,18
47,"(30, 9)","(30, 10)",South,"['(30, 10)', '(30, 8)']","['(15, 16)', '(17, 16)', '(24, 11)', '(26, 11)', '(29, 10)', '(31, 10)', '(30, 9)']","['(30, 8)', '(30, 10)', '(15, 16)', '(17, 16)', '(24, 11)', '(26, 11)', '(29, 10)', '(31, 10)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), ... (+7 more)]",19,0,19
48,"(29, 10)","(30, 10)",West,"['(30, 10)']","['(30, 8)', '(30, 10)', '(15, 16)', '(17, 16)', '(24, 11)', '(26, 11)', '(29, 10)']","['(30, 10)', '(30, 8)', '(30, 10)', '(15, 16)', '(17, 16)', '(24, 11)', '(26, 11)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), ... (+8 more)]",19,0,19
49,"(24, 11)","(25, 11)",West,"['(24, 12)', '(25, 11)']","['(30, 10)', '(30, 8)', '(30, 10)', '(15, 16)', '(17, 16)', '(24, 11)']","['(25, 11)', '(24, 12)', '(30, 10)', '(30, 8)', '(30, 10)', '(15, 16)', '(17, 16)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), ... (+9 more)]",19,0,19
50,"(15, 16)","(16, 16)",West,"['(16, 16)', '(14, 16)']","['(25, 11)', '(24, 12)', '(30, 10)', '(30, 8)', '(30, 10)', '(15, 16)']","['(14, 16)', '(16, 16)', '(25, 11)', '(24, 12)', '(30, 10)', '(30, 8)', '(30, 10)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), ... (+10 more)]",19,0,19
51,"(30, 8)","(30, 9)",South,"['(30, 9)', '(31, 8)']","['(14, 16)', '(16, 16)', '(25, 11)', '(24, 12)', '(30, 10)', '(30, 8)']","['(31, 8)', '(30, 9)', '(14, 16)', '(16, 16)', '(25, 11)', '(24, 12)', '(30, 10)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), ... (+11 more)]",20,0,20
52,"(24, 12)","(24, 11)",North,"['(24, 11)', '(23, 12)']","['(31, 8)', '(30, 9)', '(14, 16)', '(16, 16)', '(25, 11)', '(24, 12)']","['(23, 12)', '(24, 11)', '(31, 8)', '(30, 9)', '(14, 16)', '(16, 16)', '(25, 11)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), ... (+12 more)]",20,0,20
53,"(14, 16)","(15, 16)",West,"['(15, 16)', '(13, 16)']","['(23, 12)', '(24, 11)', '(31, 8)', '(30, 9)', '(14, 16)']","['(13, 16)', '(15, 16)', '(23, 12)', '(24, 11)', '(31, 8)', '(30, 9)']","[(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), ... (+13 more)]",20,0,20
54,"(31, 8)","(30, 8)",East,"['(32, 8)', '(30, 8)']","['(13, 16)', '(15, 16)', '(23, 12)', '(24, 11)', '(31, 8)']","['(30, 8)', '(32, 8)', '(13, 16)', '(15, 16)', '(23, 12)', '(24, 11)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), ... (+14 more)]",21,0,21
55,"(23, 12)","(24, 12)",West,"['(24, 12)', '(22, 12)']","['(30, 8)', '(32, 8)', '(13, 16)', '(15, 16)', '(23, 12)']","['(22, 12)', '(24, 12)', '(30, 8)', '(32, 8)', '(13, 16)', '(15, 16)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), ... (+15 more)]",21,0,21
56,"(13, 16)","(14, 16)",West,"['(14, 16)', '(12, 16)']","['(22, 12)', '(24, 12)', '(30, 8)', '(32, 8)', '(13, 16)']","['(12, 16)', '(14, 16)', '(22, 12)', '(24, 12)', '(30, 8)', '(32, 8)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), ... (+16 more)]",21,0,21
57,"(32, 8)","(31, 8)",East,"['(33, 8)', '(31, 8)']","['(12, 16)', '(14, 16)', '(22, 12)', '(24, 12)', '(30, 8)', '(32, 8)']","['(31, 8)', '(33, 8)', '(12, 16)', '(14, 16)', '(22, 12)', '(24, 12)', '(30, 8)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), ... (+17 more)]",22,0,22
58,"(22, 12)","(23, 12)",West,"['(23, 12)', '(21, 12)']","['(31, 8)', '(33, 8)', '(12, 16)', '(14, 16)', '(22, 12)']","['(21, 12)', '(23, 12)', '(31, 8)', '(33, 8)', '(12, 16)', '(14, 16)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), ... (+18 more)]",22,0,22
59,"(12, 16)","(13, 16)",West,"['(13, 16)', '(11, 16)']","['(21, 12)', '(23, 12)', '(31, 8)', '(33, 8)', '(12, 16)']","['(11, 16)', '(13, 16)', '(21, 12)', '(23, 12)', '(31, 8)', '(33, 8)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), ... (+19 more)]",22,0,22
60,"(33, 8)","(32, 8)",East,"['(34, 8)', '(32, 8)']","['(11, 16)', '(13, 16)', '(21, 12)', '(23, 12)', '(31, 8)', '(33, 8)']","['(32, 8)', '(34, 8)', '(11, 16)', '(13, 16)', '(21, 12)', '(23, 12)', '(31, 8)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), ... (+20 more)]",23,0,23
61,"(21, 12)","(22, 12)",West,"['(22, 12)', '(20, 12)']","['(32, 8)', '(34, 8)', '(11, 16)', '(13, 16)', '(21, 12)']","['(20, 12)', '(22, 12)', '(32, 8)', '(34, 8)', '(11, 16)', '(13, 16)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), ... (+21 more)]",23,0,23
62,"(11, 16)","(12, 16)",West,"['(12, 16)', '(10, 16)']","['(20, 12)', '(22, 12)', '(32, 8)', '(34, 8)', '(11, 16)']","['(10, 16)', '(12, 16)', '(20, 12)', '(22, 12)', '(32, 8)', '(34, 8)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), ... (+22 more)]",23,0,23
63,"(34, 8)","(33, 8)",East,"['(34, 7)', '(33, 8)']","['(10, 16)', '(12, 16)', '(20, 12)', '(22, 12)', '(32, 8)', '(34, 8)']","['(33, 8)', '(34, 7)', '(10, 16)', '(12, 16)', '(20, 12)', '(22, 12)', '(32, 8)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), ... (+23 more)]",24,0,24
64,"(20, 12)","(21, 12)",West,"['(20, 11)', '(21, 12)', '(19, 12)']","['(33, 8)', '(34, 7)', '(10, 16)', '(12, 16)', '(20, 12)']","['(19, 12)', '(21, 12)', '(20, 11)', '(33, 8)', '(34, 7)', '(10, 16)', '(12, 16)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), ... (+24 more)]",24,0,24
65,"(10, 16)","(11, 16)",West,"['(11, 16)', '(9, 16)']","['(19, 12)', '(21, 12)', '(20, 11)', '(33, 8)', '(34, 7)', '(10, 16)']","['(9, 16)', '(11, 16)', '(19, 12)', '(21, 12)', '(20, 11)', '(33, 8)', '(34, 7)']","[(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), ... (+25 more)]",24,0,24
66,"(34, 7)","(34, 8)",South,"['(34, 8)', '(34, 6)']","['(9, 16)', '(11, 16)', '(19, 12)', '(21, 12)', '(20, 11)', '(33, 8)', '(34, 7)']","['(34, 6)', '(34, 8)', '(9, 16)', '(11, 16)', '(19, 12)', '(21, 12)', '(20, 11)', '(33, 8)']","[(21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), ... (+26 more)]",25,0,25
67,"(20, 11)","(20, 12)",South,"['(20, 12)', '(20, 10)', '(19, 11)']","['(34, 6)', '(34, 8)', '(9, 16)', '(11, 16)', '(19, 12)', '(21, 12)', '(20, 11)']","['(19, 11)', '(20, 10)', '(20, 12)', '(34, 6)', '(34, 8)', '(9, 16)', '(11, 16)', '(19, 12)', '(21, 12)']","[(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), ... (+27 more)]",25,0,25
68,"(19, 12)","(20, 12)",West,"['(19, 11)', '(20, 12)', '(18, 12)']","['(19, 11)', '(20, 10)', '(20, 12)', '(34, 6)', '(34, 8)', '(9, 16)', '(11, 16)', '(19, 12)']","['(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)', '(20, 10)', '(20, 12)', '(34, 6)', '(34, 8)', '(9, 16)', '(11, 16)']","[(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), ... (+28 more)]",25,0,25
69,"(9, 16)","(10, 16)",West,"['(10, 16)', '(8, 16)']","['(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)', '(20, 10)', '(20, 12)', '(34, 6)', '(34, 8)', '(9, 16)']","['(8, 16)', '(10, 16)', '(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)', '(20, 10)', '(20, 12)', '(34, 6)', '(34, 8)']","[(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), ... (+29 more)]",25,0,25
70,"(34, 6)","(34, 7)",South,"['(34, 7)', '(33, 6)']","['(8, 16)', '(10, 16)', '(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)', '(20, 10)', '(20, 12)', '(34, 6)']","['(33, 6)', '(34, 7)', '(8, 16)', '(10, 16)', '(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)', '(20, 10)', '(20, 12)']","[(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (9, 16), (33, 10), ... (+30 more)]",26,0,26
71,"(20, 10)","(20, 11)",South,"['(20, 11)', '(20, 9)']","['(33, 6)', '(34, 7)', '(8, 16)', '(10, 16)', '(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)', '(20, 10)']","['(20, 9)', '(20, 11)', '(33, 6)', '(34, 7)', '(8, 16)', '(10, 16)', '(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)']","[(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (9, 16), ... (+31 more)]",26,0,26
72,"(19, 11)","(19, 12)",South,"['(19, 12)', '(20, 11)']","['(20, 9)', '(20, 11)', '(33, 6)', '(34, 7)', '(8, 16)', '(10, 16)', '(18, 12)', '(20, 12)', '(19, 11)', '(19, 11)']","['(20, 11)', '(19, 12)', '(20, 9)', '(20, 11)', '(33, 6)', '(34, 7)', '(8, 16)', '(10, 16)', '(18, 12)', '(20, 12)', '(19, 11)']","[(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), ... (+32 more)]",26,0,26
73,"(18, 12)","(19, 12)",West,"['(19, 12)', '(17, 12)']","['(20, 11)', '(19, 12)', '(20, 9)', '(20, 11)', '(33, 6)', '(34, 7)', '(8, 16)', '(10, 16)', '(18, 12)']","['(17, 12)', '(19, 12)', '(20, 11)', '(19, 12)', '(20, 9)', '(20, 11)', '(33, 6)', '(34, 7)', '(8, 16)', '(10, 16)']","[(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), ... (+33 more)]",26,0,26
